City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
461,Ustye,RU,59.6304,39.736,15.4,91,57,3.31,broken clouds
462,Mount Pleasant,US,32.7941,-79.8626,63.07,90,40,6.91,scattered clouds
463,Susanville,US,40.4163,-120.653,42.64,80,20,6.91,few clouds
464,Delijan,IR,33.9905,50.6838,55.71,28,1,27.47,clear sky
465,Uribia,CO,11.7139,-72.266,77.65,74,12,13.71,few clouds
466,Tucurui,BR,-3.7661,-49.6725,70.81,99,100,1.68,heavy intensity rain
467,Bogale,MM,16.2833,95.4,99.61,24,64,6.58,broken clouds
468,Marawi,PH,7.9986,124.2928,78.22,85,56,3.8,moderate rain
469,Xuanhua,CN,40.6103,115.0447,48.67,23,98,9.33,overcast clouds
470,Tigil,RU,57.8,158.6667,16.34,92,49,4.54,scattered clouds
471,Bisho,ZA,-32.8472,27.4422,59.63,81,34,2.68,scattered clouds
472,Wamba,NG,8.9333,8.6,71.44,22,48,2.57,scattered clouds
473,Beloha,MG,-25.1667,45.05,83.14,55,6,3.62,clear sky
474,Aloleng,PH,16.1307,119.7824,84.22,71,68,10.07,broken clouds
475,Poum,NC,-20.2333,164.0167,83.86,76,93,11.25,overcast clouds
476,Puri,IN,19.8,85.85,93.72,51,76,10.33,broken clouds
477,Vostok,RU,46.4856,135.8833,32.16,74,99,2.24,light snow
478,Carauari,BR,-4.8828,-66.8958,72.28,99,69,2.15,broken clouds
479,Kirovskiy,RU,45.0917,133.5136,34.59,98,100,4.07,light snow
480,Chama,CH,47.1821,8.4636,47.25,93,20,0.0,mist
481,San Patricio,US,28.017,-97.5169,62.83,53,0,6.87,clear sky
482,Skjervoy,NO,70.0311,20.9714,28.4,63,0,11.9,clear sky
483,Solikamsk,RU,59.6196,56.7729,14.65,86,22,3.02,few clouds
484,Berlevag,NO,70.8578,29.0864,39.15,52,0,32.21,clear sky
485,Del Rio,US,29.3627,-100.8968,55.51,26,0,4.61,clear sky
486,Denia,ES,38.8408,0.1057,58.8,93,98,8.99,overcast clouds
487,Yurga,RU,55.7231,84.8861,11.62,90,96,4.9,overcast clouds
488,Kanye,BW,-24.9667,25.3327,63.54,53,0,8.16,clear sky
489,Canon City,US,38.441,-105.2424,55.38,27,0,8.99,clear sky
490,Mattru,SL,7.6244,-11.8332,73.0,89,81,1.28,broken clouds
491,Ouegoa,NC,-20.35,164.4333,83.97,75,99,7.38,overcast clouds
492,Zhezkazgan,KZ,47.8043,67.7144,19.38,73,20,13.42,few clouds
493,Saldanha,ZA,-33.0117,17.9442,60.85,85,2,16.28,clear sky
494,Isangel,VU,-19.55,169.2667,83.75,75,88,5.32,light rain
495,Maarianhamina,AX,60.0973,19.9348,28.26,100,0,2.3,clear sky
496,Cabedelo,BR,-6.9811,-34.8339,77.67,84,51,5.84,broken clouds
497,Nancha,CN,47.1333,129.2667,32.49,71,100,12.55,overcast clouds
498,Tabuk,PH,17.4189,121.4443,84.81,72,98,3.8,overcast clouds
499,General Pico,AR,-35.6566,-63.7568,63.82,48,0,6.49,clear sky
500,Boende,CD,-0.2167,20.8667,71.69,95,100,3.96,overcast clouds
501,Masoko,TZ,-9.3333,33.75,73.94,85,100,0.89,overcast clouds
502,Kralendijk,BQ,12.15,-68.2667,78.78,78,75,16.11,broken clouds
503,Spearfish,US,44.4908,-103.8594,49.66,51,87,1.99,overcast clouds
504,Namibe,AO,-15.1961,12.1522,70.27,75,22,0.38,few clouds
505,Tautira,PF,-17.7333,-149.15,80.53,72,24,4.12,few clouds
506,Carballo,ES,43.213,-8.691,55.0,93,100,8.63,overcast clouds
507,Faya,SA,18.3851,42.4509,61.32,66,19,6.02,few clouds
508,Ashcroft,CA,50.7165,-121.2859,35.46,91,99,4.74,overcast clouds
509,Sucua,EC,-2.4667,-78.1667,66.06,94,87,3.13,overcast clouds
510,Ust-Maya,RU,60.4167,134.5333,12.2,83,100,5.73,overcast clouds
511,Kaeo,NZ,-35.1,173.7833,69.33,81,100,7.56,light rain
512,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,68.43,84,100,2.1,overcast clouds
513,Rocha,UY,-34.4833,-54.3333,59.81,80,0,5.95,clear sky
514,Padre Paraiso,BR,-17.0742,-41.4844,65.62,99,54,1.81,broken clouds
515,Igrim,RU,63.1906,64.4162,19.27,86,100,8.05,overcast clouds
516,Milkovo,RU,54.7167,158.6167,18.28,91,30,0.45,scattered clouds
517,Toccoa,US,34.5773,-83.3324,57.85,83,100,0.0,moderate rain
518,Kaili,ID,-3.4626,120.2147,77.47,83,36,2.71,light rain
519,Caravelas,BR,-17.7125,-39.2481,74.34,92,31,4.74,scattered clouds
520,Beira,MZ,-19.8436,34.8389,80.69,83,40,5.75,scattered clouds
521,Trairi,BR,-3.2778,-39.2689,72.84,96,88,4.5,overcast clouds
522,Richards Bay,ZA,-28.783,32.0377,72.95,76,49,8.28,light rain
523,Ixtapa,MX,20.7,-105.2,69.22,88,0,2.68,clear sky
524,Cartagena,CO,10.3997,-75.5144,78.42,83,0,6.91,clear sky
525,Gazanjyk,TM,39.2446,55.5154,44.98,87,100,4.38,overcast clouds
526,Ilesha,NG,7.1371,5.2583,77.9,84,72,2.77,broken clouds
527,Ahipara,NZ,-35.1667,173.1667,66.2,84,100,6.49,light rain
528,Barberton,ZA,-25.7884,31.0532,64.49,84,99,1.68,overcast clouds
529,Buzmeyin,TM,38.0507,58.2056,44.33,100,100,6.91,mist
530,Shache,CN,38.4167,77.2406,73.0,14,20,2.93,few clouds
531,Kuytun,RU,54.3419,101.5036,12.88,83,75,5.23,broken clouds
532,Hobyo,SO,5.3505,48.5268,83.48,58,6,16.91,clear sky
533,Tezu,IN,27.9167,96.1667,96.31,14,0,5.35,clear sky
534,Amol,IR,36.4696,52.3507,42.8,89,100,18.21,overcast clouds
535,Kodinsk,RU,58.6881,99.1844,15.49,82,100,5.61,overcast clouds
536,Necochea,AR,-38.5473,-58.7368,59.49,68,0,12.66,clear sky
537,Roebourne,AU,-20.7833,117.1333,105.35,22,95,9.08,overcast clouds
538,Rio Gallegos,AR,-51.6226,-69.2181,55.45,71,75,6.91,broken clouds
539,Southbridge,US,42.0751,-72.0334,40.93,95,99,1.01,overcast clouds
540,Oyama,JP,36.3,139.8,69.58,39,24,6.38,few clouds
541,Rawson,AR,-43.3002,-65.1023,69.06,42,0,9.31,clear sky
542,Nanakuli,US,21.3906,-158.1547,76.98,69,0,0.0,clear sky
543,Tulagi,SB,-9.0996,160.1476,82.29,66,90,0.27,overcast clouds
544,Narasannapeta,IN,18.4167,84.05,95.4,31,82,9.86,broken clouds
545,Ikungi,TZ,-5.1333,34.7667,69.55,81,44,4.54,light rain
546,Brae,GB,60.3964,-1.353,43.14,82,100,9.42,overcast clouds
547,Jihlava,CZ,49.3961,15.5912,40.3,94,100,15.14,overcast clouds
548,Ust-Kulom,RU,61.6864,53.6902,21.42,85,58,4.16,broken clouds
549,Tuy Hoa,VN,13.0833,109.3,81.32,68,100,9.35,overcast clouds
550,Jinxiang,CN,27.4327,120.6062,67.95,81,100,5.26,overcast clouds
551,Mount Darwin,ZW,-16.7725,31.5838,73.33,86,100,4.03,moderate rain
552,Havelock,US,34.8791,-76.9013,60.93,90,100,1.5,overcast clouds
553,Alugan,PH,12.2188,125.4808,83.77,76,100,8.72,overcast clouds
554,Noumea,NC,-22.2763,166.4572,87.78,99,85,2.8,overcast clouds
555,Bhadasar,IN,28.2833,74.3167,99.91,10,94,12.48,overcast clouds
556,Tulun,RU,54.5611,100.5792,16.14,79,20,4.27,few clouds
557,Punta Alta,AR,-38.8759,-62.0736,68.05,44,0,9.86,clear sky
558,La Romana,DO,18.4273,-68.9728,72.14,86,2,11.45,clear sky
559,Canete,CL,-37.8,-73.4,56.84,78,7,3.22,clear sky
560,Vallenar,CL,-28.5708,-70.7581,65.55,77,1,4.21,clear sky
561,Kushima,JP,31.4583,131.2333,76.71,29,0,6.08,clear sky
562,Doka,SD,13.5167,35.7667,77.27,36,66,16.35,broken clouds
563,Salalah,OM,17.0151,54.0924,82.49,61,0,2.3,clear sky
564,Palanga,LT,55.9175,21.0686,33.82,75,0,1.14,clear sky
565,Hirara,JP,24.8,125.2833,79.07,61,75,16.11,broken clouds
566,Rongcheng,CN,30.634,117.8517,85.78,39,100,2.44,light rain
567,Bremervorde,DE,53.4833,9.1333,41.22,89,98,5.99,overcast clouds
568,Mackay,AU,-21.15,149.2,82.69,74,40,19.57,scattered clouds
569,Karratha,AU,-20.7377,116.8463,102.06,25,100,10.04,overcast clouds
570,North Bend,US,43.4065,-124.2243,48.16,99,100,5.75,overcast clouds
571,Acapulco,MX,16.8634,-99.8901,75.02,88,20,2.3,few clouds
572,Jos,NG,9.9167,8.9,70.52,18,16,7.34,few clouds
573,Mulege,MX,26.8833,-111.9833,66.22,30,10,3.33,clear sky
574,Bambanglipuro,ID,-7.95,110.2833,83.91,77,86,7.76,overcast clouds
575,Natal,BR,-5.795,-35.2094,77.65,100,20,4.61,few clouds
576,Kilindoni,TZ,-7.9139,39.6668,82.51,71,70,9.66,broken clouds
577,Tazovskiy,RU,67.4667,78.7,21.04,94,99,9.31,overcast clouds
578,Ambon,ID,-3.6954,128.1814,89.74,66,40,4.61,scattered clouds
579,Hambantota,LK,6.1241,81.1185,82.74,83,100,3.44,overcast clouds
580,Shakawe,BW,-18.3667,21.85,72.21,73,88,6.62,overcast clouds
581,Zhangjiakou,CN,40.81,114.8794,46.71,22,99,8.01,overcast clouds
582,Harbour Breton,CA,47.4833,-55.7983,21.54,59,14,11.21,few clouds
583,Mehamn,NO,71.0357,27.8492,39.11,72,5,14.07,clear sky
584,Brigantine,US,39.4101,-74.3646,48.99,72,20,0.0,few clouds
585,Puerto Del Rosario,ES,28.5004,-13.8627,60.55,72,20,17.27,few clouds
586,Saint-Augustin,CA,51.226,-58.6502,-11.81,89,8,6.76,clear sky
587,Axim,GH,4.8699,-2.2405,79.9,86,100,4.27,overcast clouds
588,Rodrigues Alves,BR,-7.738,-72.6509,70.25,100,100,2.46,heavy intensity rain
589,Alberton,CA,46.8168,-64.0654,24.71,74,100,4.94,overcast clouds
590,Mount Isa,AU,-20.7333,139.5,93.13,32,77,20.83,light rain
591,Grants,US,35.1473,-107.8514,32.23,37,0,3.44,clear sky
592,Alice Springs,AU,-23.7,133.8833,101.75,10,29,6.91,scattered clouds
593,Griffith,US,41.5284,-87.4237,40.26,100,0,0.0,mist
594,Aykhal,RU,66.0,111.5,-4.68,86,99,10.22,overcast clouds
595,Biloela,AU,-24.4167,150.5,80.67,48,57,12.48,broken clouds
596,Shimoda,JP,34.6667,138.95,66.56,59,4,15.41,clear sky
597,Pangnirtung,CA,66.1451,-65.7125,-26.1,86,60,7.58,broken clouds
598,Tomatlan,MX,19.9333,-105.25,64.89,77,0,2.59,clear sky
599,Isla Mujeres,MX,21.2311,-86.731,73.45,86,1,5.95,clear sky
600,Galle,LK,6.0367,80.217,82.51,72,100,10.4,overcast clouds
601,Redlands,US,34.0556,-117.1825,64.0,55,0,4.61,clear sky
602,Cayenne,GF,4.9333,-52.3333,80.1,1,75,5.01,broken clouds
603,Saint-Pierre,RE,-21.3393,55.4781,84.9,75,0,9.22,clear sky
604,Kiunga,PG,-6.1219,141.2906,90.72,59,53,4.9,broken clouds
605,Pushkino,RU,56.0172,37.8667,21.49,75,9,5.44,clear sky
606,Vyazma,RU,55.2104,34.2951,23.9,84,14,5.28,few clouds
607,Dwarka,IN,22.2394,68.9678,83.64,49,6,10.87,clear sky
608,Khasan,RU,42.4308,130.6434,42.19,55,11,18.23,few clouds
609,Bogorodskoye,RU,56.55,37.8833,24.08,79,8,4.72,clear sky
610,Iquique,CL,-20.2208,-70.1431,69.1,83,29,2.57,scattered clouds
611,Mae Hong Son,TH,19.3003,97.9685,96.94,34,20,3.44,haze
612,Dinguiraye,GN,11.3,-10.7167,75.7,21,84,1.7,broken clouds
613,Voznesenskoye,RU,54.89,42.7569,18.77,80,42,12.8,scattered clouds
614,Saint-Francois,FR,46.4154,3.9054,41.68,93,0,3.44,clear sky
615,Trenggalek,ID,-8.05,111.7167,83.7,82,88,4.47,overcast clouds
616,Magway,MM,20.15,94.9167,103.06,9,5,2.28,clear sky
617,Yatou,CN,37.15,122.3833,43.59,63,100,21.5,overcast clouds
618,Turbat,PK,26.0023,63.044,92.1,20,0,6.33,clear sky
619,Tamandare,BR,-8.7597,-35.1047,77.4,87,64,4.54,broken clouds
620,Azle,US,32.8951,-97.5459,56.91,74,0,5.01,clear sky
621,Jadu,LY,31.953,12.0261,50.76,31,25,24.38,scattered clouds
622,Krasnovishersk,RU,60.4078,57.082,18.95,91,100,3.11,overcast clouds
623,Kirakira,SB,-10.4544,161.9205,81.66,78,92,4.07,overcast clouds
624,Kolyvan,RU,55.3053,82.7391,11.82,78,100,5.19,overcast clouds
625,Mantua,IT,45.1667,10.7833,49.24,83,61,3.0,broken clouds
626,Codrington,AU,-38.2667,141.9667,78.04,52,100,13.24,overcast clouds
627,Vangaindrano,MG,-23.35,47.6,81.63,73,15,2.3,few clouds
628,Namie,JP,37.4833,141.0,62.71,67,74,9.35,light rain
629,Effingham,US,32.3669,-81.3332,63.05,92,100,9.57,overcast clouds
630,El Tigre,VE,8.8875,-64.2454,73.38,81,73,12.24,broken clouds
631,Tucupita,VE,9.0622,-62.051,71.92,99,100,3.0,overcast clouds
632,Pokrovsk,UA,48.282,37.1758,25.79,62,13,11.63,few clouds
633,Tenango,MX,18.65,-98.1833,65.32,63,67,6.64,broken clouds
634,Mildura,AU,-34.2,142.15,88.07,37,40,6.91,scattered clouds
635,Cansahcab,MX,21.1667,-89.1,72.27,94,1,3.76,clear sky
636,Aksarka,RU,66.5606,67.7975,21.52,88,100,13.62,overcast clouds
637,Padang,ID,-0.9492,100.3543,87.85,63,62,6.24,broken clouds
638,Piet Retief,ZA,-27.0071,30.8132,59.31,79,100,4.41,overcast clouds
639,Naze,JP,28.3667,129.4833,74.32,80,74,3.69,broken clouds
640,Tarakan,ID,3.3,117.6333,87.3,70,40,3.44,scattered clouds
641,Barinas,VE,8.6226,-70.2075,77.94,55,71,4.09,broken clouds
642,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,55,0,21.85,clear sky
643,Cleves,DE,51.7833,6.15,41.38,92,100,10.31,overcast clouds
644,Galway,IE,53.2719,-9.0489,38.73,73,6,3.24,clear sky
645,Cedar City,US,37.6775,-113.0619,48.4,45,0,3.53,clear sky
646,Avera,US,33.194,-82.5271,59.56,84,100,10.98,overcast clouds
647,Xining,CN,36.6167,101.7667,57.58,32,0,4.43,clear sky
648,Macon,US,39.8667,-88.9668,48.06,86,0,6.55,clear sky
649,Altagracia De Orituco,VE,9.8601,-66.3814,70.77,88,47,5.17,scattered clouds
650,Lensk,RU,60.7253,114.9278,10.6,75,100,6.04,overcast clouds
651,Baruun-Urt,MN,46.6806,113.2792,19.58,15,0,8.84,clear sky
652,Pampa,US,35.5362,-100.9599,52.75,26,0,19.64,clear sky
653,Marfino,RU,55.7028,37.3822,26.85,58,0,4.47,clear sky
654,Gold Coast,AU,-28.0,153.4333,81.25,74,75,13.8,broken clouds
655,Tual,ID,-5.6667,132.75,84.61,71,88,4.0,overcast clouds
656,Mananara,MG,-16.1667,49.7667,84.78,67,100,3.06,overcast clouds
657,Pauini,BR,-7.7136,-66.9764,71.98,99,100,1.95,overcast clouds
658,Slave Lake,CA,55.2834,-114.769,42.78,49,100,19.57,overcast clouds
659,Shingu,JP,33.7333,135.9833,70.5,37,1,2.53,clear sky
660,Ayan,RU,56.45,138.1667,18.09,89,100,7.2,overcast clouds
661,Nuuk,GL,64.1835,-51.7216,2.01,85,100,11.5,overcast clouds
662,Kamenskiy,RU,50.8855,45.488,13.77,91,100,16.4,overcast clouds
663,Maragogi,BR,-9.0122,-35.2225,77.05,87,50,4.27,scattered clouds
664,Goderich,CA,43.7501,-81.7165,33.91,93,100,2.3,overcast clouds
665,Aras,ES,42.5617,-2.356,49.77,87,75,6.91,broken clouds
666,Ust-Ordynskiy,RU,52.805,104.7508,17.26,75,5,5.06,clear sky
667,Launceston,AU,-41.45,147.1667,67.64,72,100,0.0,overcast clouds
668,Jiazi,CN,22.8779,116.067,75.34,66,86,11.97,overcast clouds
669,Roros,NO,62.5747,11.3842,28.15,90,100,8.86,overcast clouds
670,Kumba,CM,4.6363,9.4469,76.53,85,100,0.47,overcast clouds
671,Caldas Novas,BR,-17.7417,-48.625,67.68,96,100,3.38,overcast clouds
672,Rafai,CF,4.95,23.9167,83.41,16,43,6.93,scattered clouds
673,Amberley,US,39.2048,-84.428,52.09,72,0,0.0,clear sky
674,Buseresere,TZ,-3.0236,31.8747,73.35,73,92,1.16,light rain
675,Waitati,NZ,-45.75,170.5667,53.8,72,100,5.99,overcast clouds
676,Sokoni,TZ,-6.4333,39.55,82.62,71,100,9.62,overcast clouds
677,Rupert,US,42.6191,-113.6772,37.35,93,100,10.36,moderate rain
678,Whitehorse,CA,60.7161,-135.0538,30.97,74,75,18.41,broken clouds
679,Yumen,CN,40.2833,97.2,52.29,26,100,18.86,overcast clouds
680,Broken Hill,AU,-31.95,141.4333,82.11,44,40,6.91,scattered clouds
681,Black River,JM,18.0264,-77.8487,72.55,85,4,3.83,clear sky
682,Berezayka,RU,57.9883,33.9036,27.07,77,6,5.64,clear sky
683,Bartica,GY,6.4,-58.6167,75.52,99,100,3.09,overcast clouds
684,Bako,ET,5.7833,36.5667,76.71,45,100,2.39,overcast clouds
685,General Roca,AR,-39.0333,-67.5833,73.51,32,0,10.76,clear sky
686,Sur,OM,22.5667,59.5289,89.6,33,0,4.0,clear sky
687,Matagami,CA,49.7502,-77.6328,28.51,86,100,5.75,light snow
688,Aborlan,PH,9.4352,118.5492,87.1,66,62,6.71,broken clouds
689,Angoche,MZ,-16.2325,39.9086,80.96,83,100,2.98,light rain
690,Miltenberg,DE,49.7039,9.2644,42.89,74,100,4.34,overcast clouds
691,Beryslav,UA,46.8415,33.4284,32.2,51,0,11.74,clear sky
692,Yanggu,CN,36.1106,115.7753,57.29,53,100,17.58,moderate rain
693,Kasongo,CD,-4.45,26.6667,77.86,73,87,0.98,overcast clouds
694,Nkayi,CG,-4.1841,13.2884,73.17,97,100,1.07,light rain
695,Zatreni,RO,44.7667,23.85,40.6,53,100,2.48,overcast clouds
