City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Egvekinot,66.3167,-179.1667,13.17,78,1,11.07,RU,2022-03-09 07:28:01
278,Ancud,-41.8697,-73.8203,51.22,72,14,12.15,CL,2022-03-09 07:28:01
279,Siniscola,40.5719,9.6922,36.95,59,6,6.89,IT,2022-03-09 07:28:02
280,New Norfolk,-42.7826,147.0587,64.65,39,5,1.99,AU,2022-03-09 07:28:02
281,San Quintin,30.4833,-115.95,56.17,68,0,8.97,MX,2022-03-09 07:28:03
282,Terney,45.0503,136.6092,38.53,78,100,5.19,RU,2022-03-09 07:28:03
283,Chimbarongo,-34.7,-71.05,54.48,69,0,3.24,CL,2022-03-09 07:24:18
284,Kavieng,-2.5744,150.7967,82.72,75,100,6.35,PG,2022-03-09 07:28:04
285,Luang Prabang,19.8856,102.1347,89.56,43,0,4.61,LA,2022-03-09 07:28:05
286,Tuatapere,-46.1333,167.6833,61.83,90,100,2.75,NZ,2022-03-09 07:28:05
287,Singarayakonda,15.25,80.0333,89.17,43,0,11.34,IN,2022-03-09 07:28:06
288,Alihe,50.5667,123.7167,40.37,70,100,5.48,CN,2022-03-09 07:28:06
289,Fairview,40.8126,-73.999,41.49,53,0,11.01,US,2022-03-09 07:24:37
290,Valguarnera Caropepe,37.4955,14.3888,40.59,54,8,8.7,IT,2022-03-09 07:28:07
291,Ribeira Grande,38.5167,-28.7,54.0,87,40,3.44,PT,2022-03-09 07:28:07
292,Saint-Ambroise,48.5501,-71.3324,14.49,99,99,3.02,CA,2022-03-09 07:28:08
293,Victoria,22.2855,114.1577,73.45,46,0,12.71,HK,2022-03-09 07:26:21
294,Taltal,-25.4,-70.4833,66.16,85,66,1.1,CL,2022-03-09 07:28:09
295,Norman Wells,65.282,-126.8329,-14.76,70,40,2.3,CA,2022-03-09 07:28:09
296,Moose Factory,51.2585,-80.6094,30.2,80,100,14.97,CA,2022-03-09 07:28:10
297,Port Hedland,-20.3167,118.5667,95.05,63,100,18.41,AU,2022-03-09 07:28:10
298,Luderitz,-26.6481,15.1594,67.89,80,25,10.45,NA,2022-03-09 07:28:11
299,Cabedelo,-6.9811,-34.8339,75.87,78,100,5.97,BR,2022-03-09 07:28:11
300,Waingapu,-9.6567,120.2641,84.33,72,100,9.42,ID,2022-03-09 07:28:12
301,Praya,14.9215,-23.5087,66.74,72,40,17.27,CV,2022-03-09 07:28:13
302,Livramento,-3.0254,-60.1803,75.87,100,40,2.3,BR,2022-03-09 07:28:13
303,Manzanillo,20.3433,-77.1167,71.98,80,0,3.38,CU,2022-03-09 07:28:14
304,Hof,50.3167,11.9167,35.11,67,0,1.01,DE,2022-03-09 07:28:14
305,Port Blair,11.6667,92.75,89.64,70,40,9.22,IN,2022-03-09 07:24:39
306,Angoche,-16.2325,39.9086,82.51,69,100,10.29,MZ,2022-03-09 07:28:15
307,Northam,51.0333,-4.2167,49.01,86,100,20.42,GB,2022-03-09 07:28:15
308,Georgiyevka,43.0369,74.7114,46.44,76,40,11.18,KZ,2022-03-09 07:28:16
309,Iquitos,-3.7481,-73.2472,71.64,100,75,2.3,PE,2022-03-09 07:24:56
310,Richards Bay,-28.783,32.0377,72.73,93,93,8.01,ZA,2022-03-09 07:28:17
311,Seoul,37.5683,126.9778,60.19,43,20,10.36,KR,2022-03-09 07:28:17
312,San Patricio,28.017,-97.5169,50.09,81,100,11.54,US,2022-03-09 07:29:18
313,Talnakh,69.4865,88.3972,-18.47,98,99,5.46,RU,2022-03-09 07:29:18
314,Morros,-9.4467,-46.3003,70.21,88,57,3.4,BR,2022-03-09 07:29:19
315,Igrim,63.1906,64.4162,-5.71,92,79,3.85,RU,2022-03-09 07:29:19
316,Vardo,70.3705,31.1107,29.95,80,40,11.5,NO,2022-03-09 07:29:20
317,Nalbari,26.4456,91.4354,87.78,16,0,5.91,IN,2022-03-09 07:29:20
318,Ormara,25.2088,64.6357,77.85,54,6,8.19,PK,2022-03-09 07:25:39
319,Tutoia,-2.7619,-42.2744,76.69,89,100,9.22,BR,2022-03-09 07:29:21
320,Ta Khmau,11.4833,104.95,95.05,46,40,2.3,KH,2022-03-09 07:29:21
321,Zhigansk,66.7697,123.3711,-5.46,90,74,12.24,RU,2022-03-09 07:29:22
322,Suntar,62.1444,117.6319,13.24,77,89,8.16,RU,2022-03-09 07:29:22
323,Urumqi,43.801,87.6005,40.15,70,20,4.47,CN,2022-03-09 07:29:23
324,Akaltara,22.0167,82.4333,93.78,12,0,5.77,IN,2022-03-09 07:29:23
325,Codrington,-38.2667,141.9667,63.91,59,2,17.92,AU,2022-03-09 07:29:24
326,Kloulklubed,7.0419,134.2556,81.1,67,95,4.61,PW,2022-03-09 07:25:56
327,Cap Malheureux,-19.9842,57.6142,85.46,77,51,7.0,MU,2022-03-09 07:29:25
328,Itaituba,-4.2761,-55.9836,72.75,99,100,0.87,BR,2022-03-09 07:29:25
329,Dzaoudzi,-12.7887,45.2699,76.89,88,100,14.97,YT,2022-03-09 07:29:26
330,Mitsamiouli,-11.3847,43.2844,86.29,74,75,6.91,KM,2022-03-09 07:29:26
331,Great Yarmouth,52.6083,1.7305,45.23,90,10,15.1,GB,2022-03-09 07:29:27
332,Port Pirie,-33.1833,138.0167,71.69,29,5,15.57,AU,2022-03-09 07:29:27
333,Adrar,20.5022,-10.0711,61.11,18,70,10.33,MR,2022-03-09 07:29:28
334,Stratford,41.1845,-73.1332,38.26,64,0,3.44,US,2022-03-09 07:29:29
335,Majene,-3.5403,118.9707,87.06,62,34,8.63,ID,2022-03-09 07:29:29
336,Linhares,-19.3911,-40.0722,71.26,95,33,3.02,BR,2022-03-09 07:29:23
337,Quang Ngai,15.1167,108.8,76.42,65,53,8.81,VN,2022-03-09 07:29:30
338,Ucluelet,48.9329,-125.5528,39.09,86,58,5.35,CA,2022-03-09 07:29:30
339,Hurricane,37.1753,-113.2899,40.71,45,1,2.04,US,2022-03-09 07:29:31
340,Sao Miguel Do Araguaia,-13.275,-50.1628,70.93,90,99,2.59,BR,2022-03-09 07:29:31
341,Merauke,-8.4667,140.3333,81.63,77,100,5.88,ID,2022-03-09 07:29:32
342,Birjand,32.8663,59.2211,66.67,20,100,4.61,IR,2022-03-09 07:29:32
343,Asmara,15.3333,38.9333,69.06,20,33,3.53,ER,2022-03-09 07:29:33
344,Dudinka,69.4058,86.1778,-26.28,96,84,4.18,RU,2022-03-09 07:29:33
345,Krasnoselkup,65.7,82.4667,-14.8,89,95,13.33,RU,2022-03-09 07:29:34
346,Najran,17.4924,44.1277,84.85,11,42,5.46,SA,2022-03-09 07:29:34
347,Tambun,-6.2641,107.0712,87.84,70,40,13.8,ID,2022-03-09 07:29:35
348,Karratha,-20.7377,116.8463,95.54,43,8,12.91,AU,2022-03-09 07:29:35
349,Carutapera,-1.195,-46.02,75.13,93,99,6.06,BR,2022-03-09 07:29:36
350,Turka,49.1541,23.0297,28.26,90,100,3.33,UA,2022-03-09 07:29:36
351,Anchorage,61.2181,-149.9003,33.13,69,100,1.01,US,2022-03-09 07:29:37
352,Muisne,0.6,-80.0333,75.7,86,100,2.82,EC,2022-03-09 07:29:37
353,Berlevag,70.8578,29.0864,31.95,74,0,12.66,NO,2022-03-09 07:29:38
354,Hervey Bay,-25.2986,152.8535,80.71,85,100,11.77,AU,2022-03-09 07:29:07
355,Mae Hong Son,19.3003,97.9685,93.34,43,20,3.44,TH,2022-03-09 07:30:38
356,Ngama,11.7833,17.1667,97.29,9,98,11.43,TD,2022-03-09 07:30:39
357,Asau,46.4333,26.4,28.96,60,94,10.47,RO,2022-03-09 07:30:39
358,Saldanha,-33.0117,17.9442,71.65,80,18,8.88,ZA,2022-03-09 07:30:40
359,Harper,4.375,-7.7169,80.67,86,100,4.76,LR,2022-03-09 07:30:40
360,Howard,39.2504,-76.933,45.61,75,100,6.8,US,2022-03-09 07:30:38
361,Masvingo,-20.0637,30.8277,75.9,52,20,11.14,ZW,2022-03-09 07:30:41
362,Ebebiyin,2.1511,11.3353,74.53,85,100,3.44,GQ,2022-03-09 07:30:42
363,Natitingou,10.3042,1.3796,85.08,10,6,5.46,BJ,2022-03-09 07:30:42
364,Buala,-8.145,159.5921,80.91,80,93,2.77,SB,2022-03-09 07:30:43
365,Jalu,29.0331,21.5482,59.13,60,0,13.85,LY,2022-03-09 07:30:43
366,Nuuk,64.1835,-51.7216,-4.07,89,29,7.43,GL,2022-03-09 07:27:46
367,Paamiut,61.994,-49.6678,1.35,82,7,8.28,GL,2022-03-09 07:30:44
368,Roald,62.5833,6.1333,46.54,39,0,9.22,NO,2022-03-09 07:30:44
369,Tiksi,71.6872,128.8694,-22.88,100,80,4.09,RU,2022-03-09 07:30:45
370,Algemesi,39.1833,-0.4333,51.39,81,6,3.2,ES,2022-03-09 07:30:45
371,Port Lincoln,-34.7333,135.8667,63.7,64,9,18.48,AU,2022-03-09 07:30:46
372,Mahibadhoo,3.7833,72.9667,82.85,72,16,11.27,MV,2022-03-09 07:30:46
373,Pangnirtung,66.1451,-65.7125,-20.6,93,81,4.36,CA,2022-03-09 07:30:47
374,Makakilo City,21.3469,-158.0858,73.29,74,0,4.61,US,2022-03-09 07:30:47
375,Petropavlovka,50.6114,105.3196,33.93,83,78,7.29,RU,2022-03-09 07:30:48
376,Gbarnga,6.9956,-9.4722,75.94,88,81,3.0,LR,2022-03-09 07:30:48
377,Sinnamary,5.3833,-52.95,76.84,90,100,12.86,GF,2022-03-09 07:30:49
378,Yichang,30.7144,111.2847,72.75,44,1,5.53,CN,2022-03-09 07:30:49
379,Leh,34.1667,77.5833,21.78,59,96,2.33,IN,2022-03-09 07:30:50
380,Vestmannaeyjar,63.4427,-20.2734,37.0,75,99,13.4,IS,2022-03-09 07:30:50
381,Chuzhou,32.3219,118.2978,70.47,29,2,12.33,CN,2022-03-09 07:30:51
382,Mount Isa,-20.7333,139.5,98.37,16,40,11.5,AU,2022-03-09 07:30:51
383,San Fernando,15.0286,120.6898,91.49,50,47,18.19,PH,2022-03-09 07:30:52
384,Soubre,5.7856,-6.6083,78.13,83,73,3.38,CI,2022-03-09 07:30:52
385,Hokitika,-42.7167,170.9667,62.8,78,26,0.65,NZ,2022-03-09 07:30:53
386,San Cristobal,7.7669,-72.225,63.84,91,75,1.9,VE,2022-03-09 07:30:53
387,Eirunepe,-6.6603,-69.8736,70.83,100,98,2.01,BR,2022-03-09 07:25:58
388,Ekibastuz,51.6667,75.3667,18.84,82,100,8.08,KZ,2022-03-09 07:30:54
389,Bethanien,-26.502,17.1583,83.03,37,1,7.78,NA,2022-03-09 07:30:54
390,Robertsport,6.7533,-11.3686,79.36,89,54,4.36,LR,2022-03-09 07:30:55
391,San Anselmo,37.9747,-122.5616,55.42,77,0,1.01,US,2022-03-09 07:30:55
392,Taywarah,33.35,64.4167,41.63,78,94,4.74,AF,2022-03-09 07:30:56
393,Camacha,33.0833,-16.3333,54.36,71,20,1.14,PT,2022-03-09 07:30:56
394,Kununurra,-15.7667,128.7333,96.78,44,100,4.61,AU,2022-03-09 07:30:57
395,Pisco,-13.7,-76.2167,73.45,78,75,3.44,PE,2022-03-09 07:30:57
396,Beloha,-25.1667,45.05,91.8,38,0,7.94,MG,2022-03-09 07:30:57
397,Sorong,-0.8833,131.25,84.33,70,81,6.58,ID,2022-03-09 07:30:58
398,Nicoya,10.1483,-85.452,72.75,81,6,1.36,CR,2022-03-09 07:30:58
399,Kroya,-7.6331,109.2461,84.54,71,66,5.93,ID,2022-03-09 07:30:59
400,Labuhan,-6.8844,112.2051,84.31,72,62,3.27,ID,2022-03-09 07:31:00
401,Armidale,-30.5167,151.65,64.81,93,75,5.21,AU,2022-03-09 07:31:00
402,Lompoc,34.6391,-120.4579,52.57,95,100,4.61,US,2022-03-09 07:32:01
403,Udachnyy,66.4167,112.4,5.31,87,100,9.66,RU,2022-03-09 07:32:02
404,Leningradskiy,69.3833,178.4167,1.36,94,16,6.64,RU,2022-03-09 07:32:03
405,Kindu,-2.95,25.95,83.68,60,100,3.36,CD,2022-03-09 07:32:04
406,Erzin,36.9559,36.2,54.32,90,100,2.06,TR,2022-03-09 07:32:04
407,Maihar,24.2667,80.75,91.9,12,0,8.77,IN,2022-03-09 07:32:05
408,Saint Anthony,45.0205,-93.218,24.73,65,100,18.41,US,2022-03-09 07:30:09
409,Kamenka,51.3223,42.7678,20.75,89,99,13.27,RU,2022-03-09 07:32:06
410,Sagana,-0.6667,37.2,84.36,37,37,6.67,KE,2022-03-09 07:32:06
411,Broome,42.2506,-75.833,29.68,68,0,3.44,US,2022-03-09 07:32:07
412,Comodoro Rivadavia,-45.8667,-67.5,49.86,50,0,24.16,AR,2022-03-09 07:30:00
413,Coahuayana,18.7333,-103.6833,64.94,90,4,3.67,MX,2022-03-09 07:32:07
414,Chimore,-16.9833,-65.1333,70.83,99,100,2.33,BO,2022-03-09 07:32:09
415,Derzhavinsk,51.1,66.3167,14.45,87,98,11.59,KZ,2022-03-09 07:32:12
416,Petrovsk-Zabaykalskiy,51.273,108.843,31.21,64,80,12.26,RU,2022-03-09 07:32:29
417,Arrecife,28.963,-13.5477,62.67,82,40,3.44,ES,2022-03-09 07:32:29
418,Grand Gaube,-20.0064,57.6608,85.37,77,34,7.0,MU,2022-03-09 07:32:30
419,Constantine,36.365,6.6147,44.01,93,75,2.3,DZ,2022-03-09 07:32:30
420,Oktyabrskiy,54.4815,53.471,15.6,90,100,10.4,RU,2022-03-09 07:32:32
421,Kaitangata,-46.2817,169.8464,55.92,90,100,8.43,NZ,2022-03-09 07:32:32
422,Kabanjahe,3.1001,98.4908,74.16,81,77,2.51,ID,2022-03-09 07:32:04
423,Katrineholm,58.9959,16.2072,29.43,67,9,3.09,SE,2022-03-09 07:32:33
424,Axim,4.8699,-2.2405,82.26,78,74,5.39,GH,2022-03-09 07:32:33
425,Marawi,7.9986,124.2928,71.65,91,100,2.42,PH,2022-03-09 07:32:33
426,San Policarpo,12.1791,125.5072,79.18,87,100,16.02,PH,2022-03-09 07:32:34
427,Lilongwe,-13.9669,33.7873,75.4,78,20,11.5,MW,2022-03-09 07:32:34
428,Alofi,-19.0595,-169.9187,75.09,100,100,6.91,NU,2022-03-09 07:32:35
429,Dalaba,10.7,-12.25,66.88,27,32,2.35,GN,2022-03-09 07:32:35
430,Wanning,18.8003,110.3967,74.28,66,1,10.6,CN,2022-03-09 07:32:36
431,Dolores,-36.3132,-57.6792,60.84,80,76,5.88,AR,2022-03-09 07:32:36
432,Kushima,31.4583,131.2333,62.11,51,5,8.05,JP,2022-03-09 07:32:37
433,Sakaiminato,35.55,133.2333,53.58,62,40,12.66,JP,2022-03-09 07:32:37
434,Maraba,-5.3686,-49.1178,77.18,100,75,4.61,BR,2022-03-09 07:31:13
435,Tilichiki,60.4667,166.1,11.71,94,10,7.63,RU,2022-03-09 07:32:38
436,Pangkalanbuun,-2.6833,111.6167,83.28,83,100,4.97,ID,2022-03-09 07:32:38
437,Tateyama,34.9833,139.8667,52.07,57,100,10.2,JP,2022-03-09 07:32:39
438,Khiri Mat,16.8333,99.8,91.44,33,67,2.26,TH,2022-03-09 07:32:39
439,Malartic,48.1335,-78.1328,19.22,90,100,8.88,CA,2022-03-09 07:30:06
440,Juneau,58.3019,-134.4197,26.6,78,0,0.0,US,2022-03-09 07:32:21
441,Saint-Pierre,-21.3393,55.4781,86.92,73,0,6.91,RE,2022-03-09 07:32:40
442,Beyneu,45.3167,55.2,47.61,37,100,18.34,KZ,2022-03-09 07:32:41
443,Mikuni,36.2171,136.1519,49.91,63,8,4.5,JP,2022-03-09 07:32:41
444,Barahona,18.2085,-71.1008,72.86,85,4,0.67,DO,2022-03-09 07:32:42
445,Wukari,7.85,9.7833,87.53,52,96,7.7,NG,2022-03-09 07:32:42
446,Tarakan,3.3,117.6333,81.95,74,100,5.44,ID,2022-03-09 07:32:43
447,Tromso,69.6496,18.957,33.82,69,20,11.5,NO,2022-03-09 07:32:43
448,Bud,39.447,-86.1758,36.12,83,100,4.36,US,2022-03-09 07:32:44
449,Nizwa,22.9333,57.5333,85.77,14,96,6.96,OM,2022-03-09 07:33:44
450,Kirkkonummi,60.1238,24.4385,28.8,96,100,10.0,FI,2022-03-09 07:33:45
451,Bairiki,1.3292,172.9752,80.6,74,75,9.22,KI,2022-03-09 07:33:45
452,Padang,-0.9492,100.3543,85.73,71,98,6.53,ID,2022-03-09 07:33:46
453,Zhoucheng,35.9122,116.3117,71.29,26,100,10.51,CN,2022-03-09 07:33:46
454,Sitka,57.0531,-135.33,33.69,60,0,0.0,US,2022-03-09 07:33:47
455,Nabisar,25.0685,69.6419,93.56,16,0,11.86,PK,2022-03-09 07:33:47
456,Bandundu,-3.3167,17.3667,84.51,67,100,3.33,CD,2022-03-09 07:33:48
457,Paranhos,-23.8928,-55.4311,71.65,79,46,4.83,BR,2022-03-09 07:33:48
458,Guane,22.2025,-84.0875,73.36,92,100,3.98,CU,2022-03-09 07:33:49
459,Novo Aripuana,-5.1206,-60.3797,69.51,99,99,2.17,BR,2022-03-09 07:33:49
460,Loreto,22.2667,-101.9667,53.33,37,0,10.2,MX,2022-03-09 07:33:50
461,Gizo,-8.103,156.8419,83.03,73,99,2.3,SB,2022-03-09 07:33:50
462,Faya,18.3851,42.4509,77.11,25,17,8.25,SA,2022-03-09 07:33:51
463,Chiredzi,-21.05,31.6667,80.49,54,41,9.01,ZW,2022-03-09 07:33:51
464,Haimen,23.1935,116.6142,75.09,52,0,13.44,CN,2022-03-09 07:33:52
465,Tuy Hoa,13.0833,109.3,75.65,67,44,12.59,VN,2022-03-09 07:33:52
466,Eureka,40.8021,-124.1637,40.93,86,21,5.17,US,2022-03-09 07:33:53
467,Flinders,-34.5833,150.8552,70.81,71,57,19.35,AU,2022-03-09 07:33:53
468,Puerto Colombia,10.9878,-74.9547,78.89,78,1,20.18,CO,2022-03-09 07:33:54
469,Ust-Nera,64.5667,143.2,-3.06,100,91,3.89,RU,2022-03-09 07:33:54
470,Cherskiy,68.75,161.3,7.14,83,99,5.64,RU,2022-03-09 07:33:54
471,Saint John,45.2727,-66.0677,21.18,72,0,9.22,CA,2022-03-09 07:32:26
472,Porto Santo,33.072,-16.3415,57.11,71,20,1.14,PT,2022-03-09 07:33:55
473,Boddam,57.4667,-1.7833,45.39,87,100,33.08,GB,2022-03-09 07:33:56
474,Bonthe,7.5264,-12.505,77.7,86,25,4.72,SL,2022-03-09 07:33:56
475,Batemans Bay,-35.7167,150.1833,70.2,68,17,14.54,AU,2022-03-09 07:30:13
476,Moron,-34.6534,-58.6198,71.96,75,100,4.81,AR,2022-03-09 07:33:57
477,Barao De Melgaco,-16.1944,-55.9675,73.92,92,99,3.29,BR,2022-03-09 07:33:57
478,Nguru,12.8791,10.4526,86.47,10,9,15.03,NG,2022-03-09 07:33:58
479,Muroto,33.2833,134.15,57.24,57,10,6.42,JP,2022-03-09 07:33:58
480,Acapulco,16.8634,-99.8901,75.02,83,0,5.75,MX,2022-03-09 07:33:58
481,Naples,40.8333,14.25,48.74,51,75,8.05,IT,2022-03-09 07:33:59
482,Abonnema,4.7084,6.7931,85.73,70,100,5.03,NG,2022-03-09 07:33:59
483,Melhus,63.2855,10.2781,35.28,75,22,3.85,NO,2022-03-09 07:34:00
484,Uarini,-2.99,-65.1083,70.43,100,100,0.72,BR,2022-03-09 07:34:00
485,Umm Kaddadah,13.6017,26.6876,94.55,7,56,12.12,SD,2022-03-09 07:34:01
486,Novobirilyussy,56.9514,90.6661,9.32,83,100,11.97,RU,2022-03-09 07:34:01
487,Japura,-0.3167,102.35,87.17,71,99,1.36,ID,2022-03-09 07:34:02
488,Orlik,52.5178,99.825,18.79,60,76,15.43,RU,2022-03-09 07:34:02
489,La Ronge,55.1001,-105.2842,-3.75,71,20,10.36,CA,2022-03-09 07:34:03
490,Boende,-0.2167,20.8667,86.54,54,99,3.24,CD,2022-03-09 07:34:03
491,Valparaiso,-33.0393,-71.6273,56.84,71,0,3.44,CL,2022-03-09 07:34:04
492,Dabakala,8.3667,-4.4333,82.04,58,11,3.56,CI,2022-03-09 07:34:04
493,Chippewa Falls,44.9369,-91.3929,27.54,59,100,10.36,US,2022-03-09 07:34:05
494,Okha,53.5739,142.9478,8.76,96,19,6.15,RU,2022-03-09 07:34:05
495,Dhidhdhoo,6.8833,73.1,82.4,72,52,8.19,MV,2022-03-09 07:35:06
496,Namatanai,-3.6667,152.4333,81.5,76,94,5.57,PG,2022-03-09 07:35:06
497,Dingle,10.9995,122.6711,81.39,81,91,15.97,PH,2022-03-09 07:35:07
498,Tarime,-1.35,34.3667,87.12,33,88,2.44,TZ,2022-03-09 07:35:07
499,Manacapuru,-3.2997,-60.6206,73.98,91,100,2.37,BR,2022-03-09 07:35:08
500,Lima,-12.0432,-77.0282,71.38,63,20,8.05,PE,2022-03-09 07:32:13
501,Bilma,18.6853,12.9164,77.4,18,2,23.22,NE,2022-03-09 07:35:09
502,Bac Lieu,9.285,105.7244,83.89,61,100,14.52,VN,2022-03-09 07:35:09
503,Pospelikha,51.95,81.7667,18.0,79,44,4.81,RU,2022-03-09 07:35:10
504,Liepaja,56.5419,21.0367,35.65,100,100,4.61,LV,2022-03-09 07:35:10
505,Tamiahua,21.2667,-97.45,68.47,93,100,14.79,MX,2022-03-09 07:35:10
506,Bonham,33.5773,-96.1783,34.63,91,0,6.55,US,2022-03-09 07:35:11
507,Yeppoon,-23.1333,150.7333,91.18,75,43,13.6,AU,2022-03-09 07:35:11
508,Vilyuysk,63.7553,121.6247,5.34,88,20,2.75,RU,2022-03-09 07:35:12
509,Tynda,55.1667,124.7167,26.17,81,100,6.55,RU,2022-03-09 07:35:12
510,Kirkwall,58.9848,-2.9587,44.94,81,20,25.32,GB,2022-03-09 07:35:13
511,Tautira,-17.7333,-149.15,80.62,76,9,11.68,PF,2022-03-09 07:35:13
512,Kalangala,-0.3089,32.225,76.35,64,17,5.41,UG,2022-03-09 07:35:14
513,Pinega,64.7001,43.3936,15.89,91,100,7.78,RU,2022-03-09 07:35:14
514,Cao Bang,22.6667,106.25,74.05,62,63,9.22,VN,2022-03-09 07:35:15
515,Avera,33.194,-82.5271,60.94,95,12,2.93,US,2022-03-09 07:31:51
516,Teguise,29.0605,-13.564,57.42,82,40,3.44,ES,2022-03-09 07:35:15
517,Itoman,26.1247,127.6694,70.18,49,20,11.5,JP,2022-03-09 07:35:16
518,Rincon,32.296,-81.2354,69.98,100,100,8.05,US,2022-03-09 07:35:16
519,Ritchie,-29.038,24.6028,70.81,61,57,12.15,ZA,2022-03-09 07:35:17
520,Tukrah,32.5341,20.5791,56.68,58,57,17.87,LY,2022-03-09 07:35:18
521,Ambilobe,-13.2,49.05,82.81,80,100,2.75,MG,2022-03-09 07:35:18
522,Tongren,27.7172,109.1853,75.85,41,7,5.93,CN,2022-03-09 07:35:18
523,Kodinar,20.7903,70.7031,87.49,34,0,9.17,IN,2022-03-09 07:35:19
524,Grand-Lahou,5.1367,-5.0242,80.69,86,64,5.1,CI,2022-03-09 07:35:19
525,Enumclaw,47.2043,-121.9915,40.24,96,100,1.99,US,2022-03-09 07:35:20
526,Yatou,37.15,122.3833,52.39,46,6,10.2,CN,2022-03-09 07:35:20
527,Teguldet,57.3064,88.1667,8.44,81,100,11.7,RU,2022-03-09 07:35:21
528,Labytnangi,66.6572,66.4183,-10.05,85,49,2.86,RU,2022-03-09 07:35:21
529,Honiara,-9.4333,159.95,79.83,87,100,1.9,SB,2022-03-09 07:35:22
530,Nanding,36.7483,118.0558,72.3,19,77,8.68,CN,2022-03-09 07:35:22
531,Whyalla,-33.0333,137.5833,71.49,53,6,23.02,AU,2022-03-09 07:31:21
532,Vredendal,-31.6683,18.5012,81.3,43,0,2.59,ZA,2022-03-09 07:35:23
533,Arica,-18.475,-70.3042,70.03,73,75,4.61,CL,2022-03-09 07:34:47
534,Chihuahua,28.5,-106.0,44.35,22,0,2.53,MX,2022-03-09 07:35:24
535,Olinda,-8.0089,-34.8553,78.53,83,75,3.44,BR,2022-03-09 07:35:24
536,Seguin,29.5688,-97.9647,45.59,75,0,9.22,US,2022-03-09 07:33:30
537,Thap Than,15.4606,99.8917,97.88,31,32,4.16,TH,2022-03-09 07:35:25
538,Kholodnyy,62.7167,147.95,4.78,91,100,3.62,RU,2022-03-09 07:35:25
539,Carballo,43.213,-8.691,56.75,92,100,11.21,ES,2022-03-09 07:35:26
540,Chabahar,25.2919,60.643,76.87,64,98,11.07,IR,2022-03-09 07:35:26
541,Zavyalovo,54.5053,82.4484,11.25,81,65,8.37,RU,2022-03-09 07:35:27
542,Puerto Del Rosario,28.5004,-13.8627,62.35,77,40,8.05,ES,2022-03-09 07:36:28
543,Ayan,56.45,138.1667,15.28,74,5,4.68,RU,2022-03-09 07:36:28
544,Tungor,53.3808,142.9564,11.52,94,15,5.12,RU,2022-03-09 07:36:29
545,Taoudenni,22.6783,-3.9836,67.68,20,92,16.37,ML,2022-03-09 07:36:29
546,Saint-Augustin,51.226,-58.6502,18.09,75,100,23.53,CA,2022-03-09 07:36:30
547,Cabra,37.4725,-4.4421,50.88,87,59,3.31,ES,2022-03-09 07:36:30
548,Horodok,49.1637,26.5839,25.92,64,7,7.78,UA,2022-03-09 07:36:31
549,Mutis,6.2262,-77.4044,76.37,85,22,4.45,CO,2022-03-09 07:36:31
550,Gadoros,46.6667,20.6,37.13,55,94,12.82,HU,2022-03-09 07:36:32
551,Piranhas,-16.4269,-51.8222,70.38,91,25,3.44,BR,2022-03-09 07:36:32
552,Kamen-Rybolov,44.7481,132.0403,32.43,89,100,5.77,RU,2022-03-09 07:36:32
553,Singapore,1.2897,103.8501,87.94,66,40,12.66,SG,2022-03-09 07:35:40
554,Liverpool,53.4106,-2.9779,47.62,89,20,10.36,GB,2022-03-09 07:34:15
555,Rabo De Peixe,37.8,-25.5833,54.91,82,20,6.91,PT,2022-03-09 07:36:33
